"Entry" "Name" "Uniprot_id"
4621 "NOD-like receptor signaling pathway" "Q15750"
4668 "TNF signaling pathway" "Q15750"
1100 "Metabolic pathways" "Q9NST1"
561 "Glycerolipid metabolism" "Q9NST1"
4810 "Regulation of actin cytoskeleton" "P35579"
5132 "Salmonella infection" "P35579"
4530 "Tight junction" "P35579"
3013 "RNA transport" "O15371"
250 "Alanine, aspartate and glutamate metabolism" "P30566"
1100 "Metabolic pathways" "P30566"
230 "Purine metabolism" "P30566"
4151 "PI3K-Akt signaling pathway" "P14784"
4060 "Cytokine-cytokine receptor interaction" "P14784"
5162 "Measles" "P14784"
4630 "Jak-STAT signaling pathway" "P14784"
5166 "HTLV-I infection" "P14784"
4144 "Endocytosis" "P14784"
5202 "Transcriptional misregulation in cancer" "P14784"
4710 "Circadian rhythm" "P62877"
4120 "Ubiquitin mediated proteolysis" "P62877"
4350 "TGF-beta signaling pathway" "P62877"
4110 "Cell cycle" "P62877"
4141 "Protein processing in endoplasmic reticulum" "P62877"
4114 "Oocyte meiosis" "P62877"
3420 "Nucleotide excision repair" "P62877"
5211 "Renal cell carcinoma" "P62877"
5200 "Pathways in cancer" "P62877"
4066 "HIF-1 signaling pathway" "P62877"
4310 "Wnt signaling pathway" "P62877"
3040 "Spliceosome" "Q7RTV0"
1230 "Biosynthesis of amino acids" "Q99798"
1210 "2-Oxocarboxylic acid metabolism" "Q99798"
1100 "Metabolic pathways" "Q99798"
20 "Citrate cycle (TCA cycle)" "Q99798"
1200 "Carbon metabolism" "Q99798"
630 "Glyoxylate and dicarboxylate metabolism" "Q99798"
1100 "Metabolic pathways" "Q92871"
51 "Fructose and mannose metabolism" "Q92871"
520 "Amino sugar and nucleotide sugar metabolism" "Q92871"
600 "Sphingolipid metabolism" "Q8TCT0"
5203 "Viral carcinogenesis" "Q969S8"
5034 "Alcoholism" "Q969S8"
4623 "Cytosolic DNA-sensing pathway" "Q9Y572"
4668 "TNF signaling pathway" "Q9Y572"
3015 "mRNA surveillance pathway" "P51003"
5146 "Amoebiasis" "P08311"
4614 "Renin-angiotensin system" "P08311"
5322 "Systemic lupus erythematosus" "P08311"
4080 "Neuroactive ligand-receptor interaction" "P08311"
4142 "Lysosome" "P08311"
5332 "Graft-versus-host disease" "P10144"
4650 "Natural killer cell mediated cytotoxicity" "P10144"
5330 "Allograft rejection" "P10144"
4940 "Type I diabetes mellitus" "P10144"
5320 "Autoimmune thyroid disease" "P10144"
5202 "Transcriptional misregulation in cancer" "P10144"
4142 "Lysosome" "Q9Y587"
240 "Pyrimidine metabolism" "P56282"
5166 "HTLV-I infection" "P56282"
230 "Purine metabolism" "P56282"
3420 "Nucleotide excision repair" "P56282"
3410 "Base excision repair" "P56282"
1100 "Metabolic pathways" "P56282"
3030 "DNA replication" "P56282"
4650 "Natural killer cell mediated cytotoxicity" "Q07890"
4320 "Dorso-ventral axis formation" "Q07890"
5034 "Alcoholism" "Q07890"
5205 "Proteoglycans in cancer" "Q07890"
4068 "FoxO signaling pathway" "Q07890"
5211 "Renal cell carcinoma" "Q07890"
4510 "Focal adhesion" "Q07890"
4662 "B cell receptor signaling pathway" "Q07890"
4910 "Insulin signaling pathway" "Q07890"
4917 "Prolactin signaling pathway" "Q07890"
5206 "MicroRNAs in cancer" "Q07890"
5160 "Hepatitis C" "Q07890"
4062 "Chemokine signaling pathway" "Q07890"
4915 "Estrogen signaling pathway" "Q07890"
5213 "Endometrial cancer" "Q07890"
4722 "Neurotrophin signaling pathway" "Q07890"
5215 "Prostate cancer" "Q07890"
4540 "Gap junction" "Q07890"
5221 "Acute myeloid leukemia" "Q07890"
4630 "Jak-STAT signaling pathway" "Q07890"
4010 "MAPK signaling pathway" "Q07890"
4912 "GnRH signaling pathway" "Q07890"
5214 "Glioma" "Q07890"
5200 "Pathways in cancer" "Q07890"
4151 "PI3K-Akt signaling pathway" "Q07890"
5220 "Chronic myeloid leukemia" "Q07890"
4664 "Fc epsilon RI signaling pathway" "Q07890"
4810 "Regulation of actin cytoskeleton" "Q07890"
5223 "Non-small cell lung cancer" "Q07890"
4014 "Ras signaling pathway" "Q07890"
4660 "T cell receptor signaling pathway" "Q07890"
4012 "ErbB signaling pathway" "Q07890"
4910 "Insulin signaling pathway" "P06737"
1100 "Metabolic pathways" "P06737"
500 "Starch and sucrose metabolism" "P06737"
520 "Amino sugar and nucleotide sugar metabolism" "Q96EK6"
1100 "Metabolic pathways" "Q9Y5K8"
5110 "Vibrio cholerae infection" "Q9Y5K8"
4966 "Collecting duct acid secretion" "Q9Y5K8"
4145 "Phagosome" "Q9Y5K8"
4721 "Synaptic vesicle cycle" "Q9Y5K8"
190 "Oxidative phosphorylation" "Q9Y5K8"
5120 "Epithelial cell signaling in Helicobacter pylori infection" "Q9Y5K8"
5323 "Rheumatoid arthritis" "Q9Y5K8"
1100 "Metabolic pathways" "Q14442"
563 "Glycosylphosphatidylinositol(GPI)-anchor biosynthesis" "Q14442"
3050 "Proteasome" "P25788"
350 "Tyrosine metabolism" "O43708"
1100 "Metabolic pathways" "O43708"
600 "Sphingolipid metabolism" "O15270"
1100 "Metabolic pathways" "O15270"
5202 "Transcriptional misregulation in cancer" "Q9UIU6"
4976 "Bile secretion" "Q14973"
3013 "RNA transport" "P55010"
4080 "Neuroactive ligand-receptor interaction" "P46663"
4020 "Calcium signaling pathway" "P46663"
4610 "Complement and coagulation cascades" "P46663"
4810 "Regulation of actin cytoskeleton" "P46663"
4750 "Inflammatory mediator regulation of TRP channels" "P46663"
3410 "Base excision repair" "P27695"
3015 "mRNA surveillance pathway" "Q86U42"
5164 "Influenza A" "Q86U42"
3060 "Protein export" "P61011"
10 "Glycolysis / Gluconeogenesis" "Q16822"
20 "Citrate cycle (TCA cycle)" "Q16822"
620 "Pyruvate metabolism" "Q16822"
4068 "FoxO signaling pathway" "Q16822"
4151 "PI3K-Akt signaling pathway" "Q16822"
4910 "Insulin signaling pathway" "Q16822"
1100 "Metabolic pathways" "Q16822"
4920 "Adipocytokine signaling pathway" "Q16822"
3320 "PPAR signaling pathway" "Q16822"
4964 "Proximal tubule bicarbonate reclamation" "Q16822"
5200 "Pathways in cancer" "P25963"
5203 "Viral carcinogenesis" "P25963"
4064 "NF-kappa B signaling pathway" "P25963"
5134 "Legionellosis" "P25963"
4662 "B cell receptor signaling pathway" "P25963"
4380 "Osteoclast differentiation" "P25963"
5220 "Chronic myeloid leukemia" "P25963"
4722 "Neurotrophin signaling pathway" "P25963"
5166 "HTLV-I infection" "P25963"
4660 "T cell receptor signaling pathway" "P25963"
4623 "Cytosolic DNA-sensing pathway" "P25963"
5161 "Hepatitis B" "P25963"
5215 "Prostate cancer" "P25963"
5168 "Herpes simplex infection" "P25963"
5160 "Hepatitis C" "P25963"
5222 "Small cell lung cancer" "P25963"
4210 "Apoptosis" "P25963"
4920 "Adipocytokine signaling pathway" "P25963"
4062 "Chemokine signaling pathway" "P25963"
5142 "Chagas disease (American trypanosomiasis)" "P25963"
4621 "NOD-like receptor signaling pathway" "P25963"
5169 "Epstein-Barr virus infection" "P25963"
5140 "Leishmaniasis" "P25963"
4668 "TNF signaling pathway" "P25963"
5120 "Epithelial cell signaling in Helicobacter pylori infection" "P25963"
4622 "RIG-I-like receptor signaling pathway" "P25963"
5145 "Toxoplasmosis" "P25963"
4620 "Toll-like receptor signaling pathway" "P25963"
5162 "Measles" "P25963"
5164 "Influenza A" "P25963"
5131 "Shigellosis" "P25963"
3050 "Proteasome" "Q9UL46"
4612 "Antigen processing and presentation" "Q9UL46"
3015 "mRNA surveillance pathway" "Q9H307"
3013 "RNA transport" "Q9H307"
5206 "MicroRNAs in cancer" "Q07973"
1100 "Metabolic pathways" "Q07973"
100 "Steroid biosynthesis" "Q07973"
4114 "Oocyte meiosis" "O14965"
1100 "Metabolic pathways" "P48637"
480 "Glutathione metabolism" "P48637"
4910 "Insulin signaling pathway" "P11216"
1100 "Metabolic pathways" "P11216"
500 "Starch and sucrose metabolism" "P11216"
5166 "HTLV-I infection" "P10244"
3018 "RNA degradation" "Q4VXU2"
3013 "RNA transport" "Q4VXU2"
3015 "mRNA surveillance pathway" "Q4VXU2"
3015 "mRNA surveillance pathway" "Q05048"
4142 "Lysosome" "Q9UBR2"
5130 "Pathogenic Escherichia coli infection" "Q9H4B7"
4145 "Phagosome" "Q9H4B7"
4540 "Gap junction" "Q9H4B7"
4210 "Apoptosis" "Q96CA5"
5222 "Small cell lung cancer" "Q96CA5"
4120 "Ubiquitin mediated proteolysis" "Q96CA5"
5145 "Toxoplasmosis" "Q96CA5"
5200 "Pathways in cancer" "Q96CA5"
4120 "Ubiquitin mediated proteolysis" "O94941"
5134 "Legionellosis" "Q05639"
3013 "RNA transport" "Q05639"
5169 "Epstein-Barr virus infection" "P68400"
4064 "NF-kappa B signaling pathway" "P68400"
4520 "Adherens junction" "P68400"
4530 "Tight junction" "P68400"
4310 "Wnt signaling pathway" "P68400"
5162 "Measles" "P68400"
5168 "Herpes simplex infection" "P68400"
3008 "Ribosome biogenesis in eukaryotes" "P68400"
4977 "Vitamin digestion and absorption" "Q9NQ40"
5034 "Alcoholism" "P01213"
5030 "Cocaine addiction" "P01213"
5031 "Amphetamine addiction" "P01213"
4144 "Endocytosis" "Q9H444"
4064 "NF-kappa B signaling pathway" "P18428"
4620 "Toll-like receptor signaling pathway" "P18428"
5132 "Salmonella infection" "P18428"
5152 "Tuberculosis" "P18428"
4723 "Retrograde endocannabinoid signaling" "Q9H598"
4721 "Synaptic vesicle cycle" "Q9H598"
5032 "Morphine addiction" "Q9H598"
5033 "Nicotine addiction" "Q9H598"
4727 "GABAergic synapse" "Q9H598"
4970 "Salivary secretion" "P01036"
1100 "Metabolic pathways" "P23526"
270 "Cysteine and methionine metabolism" "P23526"
1100 "Metabolic pathways" "Q9H490"
563 "Glycosylphosphatidylinositol(GPI)-anchor biosynthesis" "Q9H490"
120 "Primary bile acid biosynthesis" "O14734"
1100 "Metabolic pathways" "O14734"
4146 "Peroxisome" "O14734"
4530 "Tight junction" "P19105"
4810 "Regulation of actin cytoskeleton" "P19105"
4510 "Focal adhesion" "P19105"
4670 "Leukocyte transendothelial migration" "P19105"
4622 "RIG-I-like receptor signaling pathway" "Q96EQ8"
3022 "Basal transcription factors" "Q16594"
3008 "Ribosome biogenesis in eukaryotes" "Q16594"
1230 "Biosynthesis of amino acids" "P51553"
1210 "2-Oxocarboxylic acid metabolism" "P51553"
1100 "Metabolic pathways" "P51553"
20 "Citrate cycle (TCA cycle)" "P51553"
1200 "Carbon metabolism" "P51553"
140 "Steroid hormone biosynthesis" "P08842"
4310 "Wnt signaling pathway" "O60907"
3008 "Ribosome biogenesis in eukaryotes" "Q9NPJ8"
5164 "Influenza A" "Q9NPJ8"
3015 "mRNA surveillance pathway" "Q9NPJ8"
3013 "RNA transport" "Q9NPJ8"
4744 "Phototransduction" "P51841"
230 "Purine metabolism" "P51841"
4261 "Adrenergic signaling in cardiomyocytes" "Q9UN42"
4960 "Aldosterone-regulated sodium reabsorption" "Q9UN42"
4961 "Endocrine and other factor-regulated calcium reabsorption" "Q9UN42"
4971 "Gastric acid secretion" "Q9UN42"
4970 "Salivary secretion" "Q9UN42"
4964 "Proximal tubule bicarbonate reclamation" "Q9UN42"
4918 "Thyroid hormone synthesis" "Q9UN42"
4919 "Thyroid hormone signaling pathway" "Q9UN42"
4978 "Mineral absorption" "Q9UN42"
4974 "Protein digestion and absorption" "Q9UN42"
4976 "Bile secretion" "Q9UN42"
4973 "Carbohydrate digestion and absorption" "Q9UN42"
4972 "Pancreatic secretion" "Q9UN42"
4260 "Cardiac muscle contraction" "Q9UN42"
4911 "Insulin secretion" "Q9UN42"
4620 "Toll-like receptor signaling pathway" "Q9NR97"
4080 "Neuroactive ligand-receptor interaction" "P23416"
4110 "Cell cycle" "Q8N3U4"
4610 "Complement and coagulation cascades" "P00740"
4146 "Peroxisome" "P33897"
2010 "ABC transporters" "P33897"
3040 "Spliceosome" "O60828"
4080 "Neuroactive ligand-receptor interaction" "Q13585"
4066 "HIF-1 signaling pathway" "P01033"
600 "Sphingolipid metabolism" "P06280"
4142 "Lysosome" "P06280"
52 "Galactose metabolism" "P06280"
561 "Glycerolipid metabolism" "P06280"
603 "Glycosphingolipid biosynthesis - globo series" "P06280"
190 "Oxidative phosphorylation" "P54707"
4080 "Neuroactive ligand-receptor interaction" "O43193"
740 "Riboflavin metabolism" "P13686"
4380 "Osteoclast differentiation" "P13686"
4142 "Lysosome" "P13686"
5323 "Rheumatoid arthritis" "P13686"
5412 "Arrhythmogenic right ventricular cardiomyopathy (ARVC)" "Q13326"
5410 "Hypertrophic cardiomyopathy (HCM)" "Q13326"
5416 "Viral myocarditis" "Q13326"
5414 "Dilated cardiomyopathy" "Q13326"
650 "Butanoate metabolism" "Q08AH3"
1100 "Metabolic pathways" "Q08AH3"
3410 "Base excision repair" "P78549"
4912 "GnRH signaling pathway" "P08253"
4670 "Leukocyte transendothelial migration" "P08253"
4915 "Estrogen signaling pathway" "P08253"
5200 "Pathways in cancer" "P08253"
5205 "Proteoglycans in cancer" "P08253"
5219 "Bladder cancer" "P08253"
4110 "Cell cycle" "Q9Y5N6"
5152 "Tuberculosis" "P31146"
4145 "Phagosome" "P31146"
4060 "Cytokine-cytokine receptor interaction" "O00626"
4062 "Chemokine signaling pathway" "O00626"
240 "Pyrimidine metabolism" "Q02127"
1100 "Metabolic pathways" "Q02127"
4062 "Chemokine signaling pathway" "Q92583"
4060 "Cytokine-cytokine receptor interaction" "Q92583"
240 "Pyrimidine metabolism" "P19387"
230 "Purine metabolism" "P19387"
5169 "Epstein-Barr virus infection" "P19387"
3020 "RNA polymerase" "P19387"
5016 "Huntington's disease" "P19387"
1100 "Metabolic pathways" "P19387"
4530 "Tight junction" "Q9NPB6"
4390 "Hippo signaling pathway" "Q9NPB6"
4144 "Endocytosis" "Q9NPB6"
4015 "Rap1 signaling pathway" "Q9NPB6"
230 "Purine metabolism" "Q13232"
240 "Pyrimidine metabolism" "Q13232"
1100 "Metabolic pathways" "Q13232"
5169 "Epstein-Barr virus infection" "P51665"
3050 "Proteasome" "P51665"
600 "Sphingolipid metabolism" "Q9NY59"
1100 "Metabolic pathways" "Q9NY59"
4142 "Lysosome" "Q8NCC3"
564 "Glycerophospholipid metabolism" "Q8NCC3"
4962 "Vasopressin-regulated water reabsorption" "Q99819"
4722 "Neurotrophin signaling pathway" "Q99819"
3410 "Base excision repair" "P29372"
4115 "p53 signaling pathway" "P49815"
4151 "PI3K-Akt signaling pathway" "P49815"
4910 "Insulin signaling pathway" "P49815"
4919 "Thyroid hormone signaling pathway" "P49815"
4150 "mTOR signaling pathway" "P49815"
1100 "Metabolic pathways" "O00746"
230 "Purine metabolism" "O00746"
240 "Pyrimidine metabolism" "O00746"
4146 "Peroxisome" "Q9NUI1"
4120 "Ubiquitin mediated proteolysis" "Q9UNE7"
4141 "Protein processing in endoplasmic reticulum" "Q9UNE7"
4621 "NOD-like receptor signaling pathway" "O15553"
4976 "Bile secretion" "O94778"
4978 "Mineral absorption" "P30519"
860 "Porphyrin and chlorophyll metabolism" "P30519"
562 "Inositol phosphate metabolism" "O14735"
4070 "Phosphatidylinositol signaling system" "O14735"
564 "Glycerophospholipid metabolism" "O14735"
1100 "Metabolic pathways" "O14735"
4976 "Bile secretion" "O43315"
5120 "Epithelial cell signaling in Helicobacter pylori infection" "P41240"
670 "One carbon pool by folate" "Q96DP5"
970 "Aminoacyl-tRNA biosynthesis" "Q96DP5"
4142 "Lysosome" "P09668"
4144 "Endocytosis" "Q9H223"
534 "Glycosaminoglycan biosynthesis - heparan sulfate / heparin" "O43909"
1100 "Metabolic pathways" "O43909"
100 "Steroid biosynthesis" "P37268"
1100 "Metabolic pathways" "P37268"
5320 "Autoimmune thyroid disease" "P01266"
4918 "Thyroid hormone synthesis" "P01266"
4621 "NOD-like receptor signaling pathway" "O43353"
4722 "Neurotrophin signaling pathway" "O43353"
5131 "Shigellosis" "O43353"
5152 "Tuberculosis" "O43353"
4310 "Wnt signaling pathway" "Q8N474"
4610 "Complement and coagulation cascades" "P00750"
5202 "Transcriptional misregulation in cancer" "P00750"
4310 "Wnt signaling pathway" "Q9UBT3"
5160 "Hepatitis C" "P60228"
3013 "RNA transport" "P60228"
4962 "Vasopressin-regulated water reabsorption" "O00399"
480 "Glutathione metabolism" "P00390"
4918 "Thyroid hormone synthesis" "P00390"
5162 "Measles" "O00220"
5164 "Influenza A" "O00220"
4060 "Cytokine-cytokine receptor interaction" "O00220"
4210 "Apoptosis" "O00220"
4650 "Natural killer cell mediated cytotoxicity" "O00220"
4728 "Dopaminergic synapse" "P62714"
4261 "Adrenergic signaling in cardiomyocytes" "P62714"
5142 "Chagas disease (American trypanosomiasis)" "P62714"
4390 "Hippo signaling pathway" "P62714"
5160 "Hepatitis C" "P62714"
4350 "TGF-beta signaling pathway" "P62714"
4151 "PI3K-Akt signaling pathway" "P62714"
4530 "Tight junction" "P62714"
4114 "Oocyte meiosis" "P62714"
4730 "Long-term depression" "P62714"
3015 "mRNA surveillance pathway" "P62714"
5014 "Amyotrophic lateral sclerosis (ALS)" "P07197"
3018 "RNA degradation" "O75175"
3018 "RNA degradation" "Q9NQT4"
1100 "Metabolic pathways" "Q08477"
590 "Arachidonic acid metabolism" "Q08477"
40 "Pentose and glucuronate interconversions" "Q9UQ10"
980 "Metabolism of xenobiotics by cytochrome P450" "Q9UQ10"
4146 "Peroxisome" "Q13011"
4080 "Neuroactive ligand-receptor interaction" "P01229"
4917 "Prolactin signaling pathway" "P01229"
4913 "Ovarian steroidogenesis" "P01229"
4912 "GnRH signaling pathway" "P01229"
4380 "Osteoclast differentiation" "Q01201"
4064 "NF-kappa B signaling pathway" "Q01201"
5166 "HTLV-I infection" "Q01201"
4010 "MAPK signaling pathway" "Q01201"
5169 "Epstein-Barr virus infection" "Q01201"
330 "Arginine and proline metabolism" "P06732"
1100 "Metabolic pathways" "P06732"
4146 "Peroxisome" "Q96HA9"
4723 "Retrograde endocannabinoid signaling" "Q9P2U7"
4721 "Synaptic vesicle cycle" "Q9P2U7"
5033 "Nicotine addiction" "Q9P2U7"
4724 "Glutamatergic synapse" "Q9P2U7"
3030 "DNA replication" "O75792"
3040 "Spliceosome" "Q15428"
4390 "Hippo signaling pathway" "P03971"
4350 "TGF-beta signaling pathway" "P03971"
4060 "Cytokine-cytokine receptor interaction" "P03971"
1100 "Metabolic pathways" "P78329"
590 "Arachidonic acid metabolism" "P78329"
4724 "Glutamatergic synapse" "P48664"
3008 "Ribosome biogenesis in eukaryotes" "P22087"
1100 "Metabolic pathways" "P36954"
5016 "Huntington's disease" "P36954"
5169 "Epstein-Barr virus infection" "P36954"
3020 "RNA polymerase" "P36954"
240 "Pyrimidine metabolism" "P36954"
230 "Purine metabolism" "P36954"
4662 "B cell receptor signaling pathway" "P11912"
5340 "Primary immunodeficiency" "P11912"
4976 "Bile secretion" "Q06520"
980 "Metabolism of xenobiotics by cytochrome P450" "Q06520"
5204 "Chemical carcinogenesis" "Q06520"
4151 "PI3K-Akt signaling pathway" "Q16543"
4972 "Pancreatic secretion" "O95716"
4630 "Jak-STAT signaling pathway" "P19235"
4640 "Hematopoietic cell lineage" "P19235"
4151 "PI3K-Akt signaling pathway" "P19235"
4060 "Cytokine-cytokine receptor interaction" "P19235"
4151 "PI3K-Akt signaling pathway" "Q9NSA1"
5200 "Pathways in cancer" "Q9NSA1"
4010 "MAPK signaling pathway" "Q9NSA1"
4015 "Rap1 signaling pathway" "Q9NSA1"
5205 "Proteoglycans in cancer" "Q9NSA1"
4810 "Regulation of actin cytoskeleton" "Q9NSA1"
4014 "Ras signaling pathway" "Q9NSA1"
5218 "Melanoma" "Q9NSA1"
4010 "MAPK signaling pathway" "P62955"
4260 "Cardiac muscle contraction" "P62955"
4261 "Adrenergic signaling in cardiomyocytes" "P62955"
5414 "Dilated cardiomyopathy" "P62955"
5410 "Hypertrophic cardiomyopathy (HCM)" "P62955"
5412 "Arrhythmogenic right ventricular cardiomyopathy (ARVC)" "P62955"
71 "Fatty acid degradation" "Q92947"
380 "Tryptophan metabolism" "Q92947"
310 "Lysine degradation" "Q92947"
1100 "Metabolic pathways" "Q92947"
4142 "Lysosome" "O00115"
3010 "Ribosome" "Q02543"
4918 "Thyroid hormone synthesis" "Q92911"
4721 "Synaptic vesicle cycle" "P20336"
